entname,PERSON_PMS_002,COM_CICI_035,COM_CICI_037,LRB_020,LRB_007,LRB_001,LRB_022,LRB_011,LRB_013,LRB_009,TAX_TW_015,TAX_TW_016,TAX_TW_017,TAX_TW_001,TAX_TW_024,TAX_TW_004,TAX_TW_003,TAX_TW_018,TAX_TW_025,TAX_TW_019,TAX_TW_020,TAX_TW_027,TAX_TW_022,TAX_TW_023,OPT_ARCSS_001,DWSBJN_002,DEBT_DMP_021,DEBT_DMP_025,NSDJ_016,TAX_TW_009,TAX_TW_028,JUSTICE_JNP_023,JUSTICE_JNP_024,JUSTICE_JNP_025,JUSTICE_JNP_026,JUSTICE_JNP_027,JUSTICE_JNP_028,JUSTICE_JNP_029,JUSTICE_JNP_030,JUSTICE_JNP_031,JNSHJXYHB_002,JNSHJXYYBMD_002,JUSTICE_JE_009,JUSTICE_JNP_022,SHTZXY_002,LRB_002,LRB_004,LRB_021,LRB_023,COM_CIBI_006,COM_CIBI_033,XWQY_001,TAX_TW_029,TAX_TW_030,COM_CIBI_002,LRB_024,LRB_025,LRB_026,ZCFZB_034,TAX_TW_031,DL_002
3355,3,0,0,1.465203,-0.220064,2,37.08,20536058.27,170225.05,-4519246.57,2198,1601,2101,421695.6,24.65,289013.88,1.697433465,2192,2192,1537,2017,11152,16895,18602,28153.92,32,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008289,-0.220064,-0.255354,-4519246.57,6.67,2,1,68,78,2300,5.11,6.25,4.59,4.4,8.39,0
3356,2,0,0,14.862994,0.499247,2,91.53,50697501.12,89875.21,25310563.62,703,850,779,925819.86,56.2,1167967.57,-0.343443849,697,697,804,729,11152,16895,1841,27381.06,31,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001773,0.499247,0.54523,25310563.62,18.58,2,1,70,23,2880,-4.11,-3.75,50.47,-14.2,-0.48,0
3358,2,2,1,0.692136,0.078023,1.981182,16.06,3933181.75,10812.83,301102.31,2979,7006,8845,115545.69,19.33,72870.415,2.826632034,2973,2973,6662,8242,35784,70038,82175,2555,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002749,0.076554,0.088641,-479.53,5.17,1,1,107,68,3001,21.53,15,1.65,-342.67,10.13,0
3366,3,0,0,-6.266187,0.005755,2,228.67,56007421.28,34229.91,322326.56,1377,1289,1478,653720.01,131.36,542153.715,0.518205084,1370,1370,1186,1348,35784,70038,82175,44870.31,51,0,0,2,1,69,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000611,0.005755,0.005984,-513.34,18.67,2,0,61,52,2050,0.12,1.12,-11.03,-4.33,2.68,0
3386,0,0,0,-0.590325,-0.495694,2,1,140154.29,-4683.63,-69473.66,4023,9230,10190,1524.22,0.34,2055.49,-0.410760952,4017,4017,8938,9873,7378,15599,18537,1932.68,2,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033418,-0.495694,-0.708696,68.11,5.5,2,0,105,75,1010,-1.6,-0.69,-1.2,4.5,-0.08,0
3433,3,0,0,1.539711,0.029561,2,87.37,8885821.12,-4394.3,262669.6,8153,1903,1875,40066.4,14.88,85891.355,-0.695812918,8153,8153,1741,1660,8186,23678,28900,34801.2,35,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000495,0.029561,0.067018,-316.76,9.58,2,1,66,33,1000,2.78,3.23,3.18,-187.38,-0.32,0
3437,3,0,0,-34.408648,-0.011454,2.004406,238.77,132248056.6,4986.6,-1521385.89,3389,2751,2942,167692.58,13.79,144847.99,0.289114816,3383,3383,2695,2865,11152,2524,3103,42094.3,47,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000038,-0.011504,-0.01196,-1521385.89,3.08,2,0,61,29,1000,13,12.5,-113.34,13.2,2.26,0
3438,2,0,0,2.327113,0.038551,1.95,30.36,7434875.27,-1480.87,272287.34,34829,32293,31807,2381.25,1.46,5438.17,-0.842523981,34828,34828,38192,36197,35784,7710,10628,1742.32,2,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000199,0.036623,0.039324,-433.64,6,1,1,55,32,300,1.18,2.12,5.83,27.56,-1.71,0
3512,2,0,0,-0.305545,0.003185,1.955899,775.76,190002969.2,494986.06,578531.72,35777,70035,82195,-18220908.72,-2699.11,-23961203.18,0.385115698,35777,35777,70035,82195,35784,1723,1187,13456.24,15,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002605,0.003045,0.00328,-921.37,7.5,1,0,93,41,2000,-2.24,-1.38,-0.72,9.22,-0.26,0
3536,2,0,0,4.581209,-0.000118,2,21.44,4202746.69,2054.4,-494.83,4701,2159,3044,107950.44,14.32,65382.44,3.731671696,4698,4698,2048,2834,9032,17919,20875,882,1,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489,-0.000118,-0.000155,0.34,5.08,2,1,81,19,300,8.12,6.1,10.41,1.89,13.86,0
3541,2,1,0,-0.419383,0.022172,1.95,5.17,2126106.62,1170.47,44783.68,1168,1234,1098,19596.71,1.23,28069.26,-0.535299788,1167,1167,1253,1110,2413,595,601,3533.04,4,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000551,0.021064,0.023959,44783.68,7,1,1,30,27,300,-4.85,-4.83,-1.17,-3.75,-0.46,0
3636,2,0,0,0.085685,0.272,1.942359,345.2,48572089.23,-24352.32,12450060.14,569,112,111,1821444.84,394.94,1011235.97,-0.1633024,566,566,151,173,7378,70,64,1742.32,2,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000501,0.256321,0.628073,-12205.94,10.42,1,1,107,68,1000,1.94,2.62,0.41,4.2,0.58,0
3637,3,0,0,-10.346946,0.148199,2,116.9,22917053.32,26106.31,3396280.85,184,461,601,655810.86,104.03,526477.7,0.651315312,184,184,421,544,9032,17919,2712,60944.94,69,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001139,0.148199,0.339651,-2332.67,5.5,2,1,12,68,500,0.42,1.35,-23.16,102.44,3.24,0
3640,2,0,0,0.360214,0.133849,1.85,2015.88,493741703.5,-168673.77,56173949.6,30,36,47,16168381.7,2728.16,11021687.66,-0.027303602,29,29,39,47,35784,43,46,180244.24,195,0,0,2,1,16,0,0,1,1,1,1,1,1,1,0,0,0,1,0,-0.000342,0.113772,0.151001,-89462.5,11.25,2,1,43,54,12000,1.06,2,0.9,-5.33,0.9,0
3644,2,0,0,-1.108975,-0.046223,2,15.37,2162248.44,553.36,-99945.42,1358,1030,589,46393.42,8.84,255090.15,-0.908863656,1354,1354,1206,569,7378,263,546,867.71,1,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256,-0.046223,-0.05806,97.99,3.75,2,0,113,32,3100,-2.63,-2.19,-2.27,3.3,-1.39,0
3645,2,0,0,0.044097,0.023032,1.95,69.95,17132146.66,-1420.6,374862.48,930,1671,2060,555883.4,92.48,432140.505,0.636431569,925,925,1601,1970,35784,2970,3109,10453.92,12,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000083,0.021881,0.024579,-597.01,3.08,1,0,83,32,300,2.24,3,0.1,21.44,3.06,0
3650,2,0,0,4.538989,0.124816,2,6.44,1576720.78,504.94,196800.34,17320,29273,36938,5031.35,0.82,5138.045,-0.204056483,17310,17310,28961,36762,35784,20072,25452,1742.32,2,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0.124816,0.154797,-313.42,3,1,0,61,29,300,1.94,2.88,11.55,-410.56,0.35,0
3671,0,0,0,-1.92442,0.00663,2,6.66,936695.86,-263.9,6210.4,4283,11463,12017,445.67,0.09,822.905,-0.628651657,4278,4278,10887,11618,7378,15599,18537,867.71,1,0,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000282,0.00663,0.007134,-6.09,2.42,1,0,60,62,500,18.06,11.06,-3.92,216.6,-0.66,0
3715,2,0,0,-0.461246,0.003043,1.95,81.75,20022992.67,10145.02,57883.58,7535,11863,10290,40091.31,6.68,50809.01,-0.407828637,7530,7530,11860,10239,35784,8513,8867,3484.64,4,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507,0.002891,0.003055,-92.19,7.17,2,1,61,69,2001,0.53,1.5,-1.15,9.89,-0.32,0
3810,2,0,0,-6.422201,0.014478,2,7.31,1028605.37,-224.89,14892.51,2141,5870,7082,12375.33,2.3,8282.895,1.95321516,2137,2137,5674,6803,7378,15599,18537,1735.42,2,0,0,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000219,0.014478,0.016477,-14.6,5.17,1,1,113,32,300,-1.89,-1.06,-13.1,23,6.13,0
3829,3,0,0,1.955922,0.115943,2,156.37,14285846.2,-4670.9,1656340.85,55,85,118,473308.14,245.1,408634.38,0.344793688,55,55,76,100,1271,3551,196,24083.88,21,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000327,0.115943,0.331257,-1571,18.08,2,1,61,52,6000,0.41,1.33,4.1,-53.36,1.71,0
3834,2,0,0,0.050993,0.008582,2,335.87,82264015.15,12710.85,705960.3,34829,1188,1433,373327.61,84.03,663051.86,-0.608168586,34828,34828,1090,1303,35784,70038,82175,27767.66,26,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155,0.008582,0.009265,-1124.31,11.33,2,0,105,75,5000,4,4.5,0.2,13.11,-0.97,0
3848,2,3,1,-3.693552,0.071778,1.96832,34.75,6812263.42,-868.27,473477.75,1867,1299,1569,217083.49,28.62,133756.295,2.293142961,1863,1863,1286,1498,9032,953,1722,2613.48,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000127,0.069504,0.086886,-325.2,6,1,1,83,32,600,1.51,2.2,-8.2,-243,8.9,0
3876,2,0,0,-0.924318,0.009249,1.664898,76.61,30547678.65,1675.08,187866.92,1112,645,652,919620.5,100.39,1096219.605,-0.416498683,1111,1111,674,654,8705,250,320,7980.48,9,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000055,0.00615,0.006452,-313.11,4.25,1,0,80,60,9000,-1.67,-0.82,-1.79,-0.4,-0.14,0
3916,2,1,0,-0.464586,0.023953,1.973352,271.03,66382812.65,-644.11,1547713.93,508,834,1087,939297.38,184.47,661508.33,1.187639127,504,504,777,1005,35784,1594,1711,64612.13,26,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00001,0.023315,0.028814,-2464.89,17,1,1,107,68,3000,9.94,8.62,-1.17,-11.78,4.84,0
3920,2,0,0,-0.953497,0.000129,2,83.15,46057494.6,2214450.61,5950.4,798,974,1024,802733.42,73.27,782504.62,-0.023978929,792,792,927,973,11152,1298,929,147226.8,168,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04808,0.000129,0.000158,5950.4,7.25,2,1,62,48,5000,0.89,2,-2.94,4.6,0.91,0
3968,2,0,0,-0.857064,-0.015042,2,9.43,1847862.97,2974.77,-27796.39,2198,6423,8026,12936.14,2.4,9154.525,1.407659909,2194,2194,6185,7863,9032,17919,5827,2613.48,3,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161,-0.015042,-0.018316,19.09,4,1,0,61,69,3000,1.44,2.15,-1.95,17.44,5.86,0
3983,2,3,1,-0.416629,0.010498,1.859465,16.12,2268722.5,2059.18,20470.38,2337,3661,3152,17965.5,3.43,26317.36,-0.527427885,2333,2333,3716,3113,7378,1760,2720,2669.37,3,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000908,0.009023,0.009721,-20.07,4.58,1,1,113,32,300,-1.91,-1.06,-0.98,4.9,-0.39,0
3986,2,0,0,-0.963823,-0.001118,2,11.69,1644408.39,939.59,-1838.12,3325,6920,7902,7693.08,1.47,5460.575,1.383182521,3318,3318,6690,7622,7378,15599,18537,1759.62,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571,-0.001118,-0.001187,1.8,4.5,1,1,59,34,1500,3.23,3.56,-1.96,109.2,4.63,0
4012,2,0,0,-0.088659,-0.22107,2,3.84,939925.66,993.74,-207789.38,24601,46274,50765,554.58,0.09,636.41,-0.227862553,24587,24587,44688,49254,35784,70038,82175,2613.48,3,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001057,-0.22107,-0.229953,330.92,5,1,1,28,28,300,-3.53,-3.12,-0.22,110.33,0.26,0
4100,2,0,0,-1.13147,0.009168,2,13.28,1869051.97,657.47,17135.14,3666,6569,7210,5665.6,1.1,5126.205,0.235193958,3659,3659,6365,7209,7378,15599,4092,3376.46,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000352,0.009168,0.010195,-16.8,6.08,1,1,83,32,300,5.26,4.94,-2.31,-1,1.63,0
4154,2,0,0,-4.420476,0.091982,1.950034,24.4,5977143.72,-3080.27,522319.47,5656,9731,3533,67739.6,10.99,229615.455,-0.84157346,5649,5649,11164,3526,35784,2600,3199,2772,3,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000515,0.087386,0.100886,-831.84,3.17,2,0,11,13,300,-4.59,-4.62,-9.78,-15.22,-1.71,0
4202,2,0,0,3.117598,0.214465,1.955056,33.94,4775364.21,-909.22,978119.54,7340,1457,1451,48555.84,9.02,75909.145,-0.571015857,7340,7340,1563,1474,7378,519,1092,9576,9,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019,0.204826,18.071493,-958.94,6.33,1,1,107,68,1000,-0.29,0.75,6.41,-127.7,-0.5,0
4211,3,1,0,-1.109831,0.006304,2,84.68,20739480.74,26177.29,130745.7,34829,8949,9086,74863.69,15.08,73575.205,0.035649287,34828,34828,8554,8475,35784,70038,82175,18294.36,21,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001262,0.006304,0.006817,-208.23,5.67,1,1,61,69,580,-3.06,-2.38,-2.77,-133.11,1.13,0
4215,2,0,0,17.740429,-0.038187,2,38.93,5477472.69,545.32,-209165.68,1720,2699,3509,37955.72,18.56,34624.125,0.210878334,1716,1716,2581,3329,7378,15599,7119,8910.5,7,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,-0.038187,-0.040998,205.06,2.83,1,0,55,32,600,-0.37,0.62,36.04,-37.8,1.55,0
4218,2,0,0,-0.911902,0.004526,1.743168,38.27,9373763.37,2343.38,31531.5,8082,7362,6397,76203.53,12.7,104741.985,-0.516629981,8075,8075,7063,6619,35784,13652,3913,2613.48,3,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0.003364,0.003446,-50.22,8.5,2,1,93,41,500,-2.29,-1.5,-2.27,-2.33,-0.68,0
4273,2,3,1,1.618301,0.050393,1.95,78.99,19346233.82,2028.85,926167.74,2555,3510,5885,226841.98,37.75,106854.895,4.24972252,2549,2549,4150,6670,35784,1007,2132,871.16,1,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105,0.047873,0.050639,-1475.01,3.25,2,0,93,41,3000,47.35,25.5,4.03,39.67,14.71,0
4294,0,0,0,-0.20699,0.006528,1.981135,32.11,12805115.05,137.75,82009.47,1615,3965,5951,90983.86,9.76,50222.165,4.111754345,1614,1614,3943,6047,8705,2525,3057,883.26,1,0,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000011,0.006404,0.008468,-136.68,2.17,1,0,80,60,1500,5.73,4.82,-0.37,-15.6,12.11,0
4296,1,0,0,0.111899,0.017275,1.917124,305.16,169021261.6,192271.75,2677914.3,472,465,536,2244737.19,175.57,1855184.75,0.205566117,467,467,437,534,11152,447,430,9903.52,11,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001138,0.015844,0.017277,2677914.3,27.42,2,1,4,8,5000,5,6,0.38,-443.8,1.91,0
4323,2,0,0,-1.464851,0.001486,1.95,113.63,27830027.74,-7577.7,39295.1,1822,3288,3384,247760.2,41.34,193168.91,0.783534925,1816,1816,3129,3173,35784,22300,26237,9639.85,11,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.000272,0.001412,0.001523,-62.58,20.17,1,1,61,69,510,1.24,2.25,-3.6,10,3.52,0
4386,0,0,0,-0.922221,-0.010049,2.044395,8.08,1600731.58,545.22,-16799.06,355,189,258,50717.99,7.37,27186.385,10.60894922,355,355,185,253,355,189,291,876.35,1,0,0,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341,-0.010495,-0.011122,25.65,2.33,1,0,80,60,1000,3.47,3.7,-1.61,-2,27.86,0
4440,2,0,0,-0.40951,-0.035508,2,16.21,3177858.85,-875.08,-112838.21,3395,2912,3021,12233.17,1.62,57870.125,-0.882408179,3391,3391,2764,2821,9032,17919,7024,4410,5,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000275,-0.035508,-0.042864,77.5,3.17,1,0,107,68,1000,-1.02,-0.05,-0.93,55,-2.03,0
4469,2,0,0,-0.282416,-0.455842,2,9.99,1016535.33,104.44,-463379.66,8153,3524,5125,33665.09,9.11,34167.39,-0.028976319,8153,8153,3280,4788,8186,23678,28900,20408.29,19,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103,-0.455842,-1.088071,558.79,6.75,2,1,17,34,1000,0.7,1.62,-0.56,-2.75,0.94,0
4480,2,0,0,130.615202,0.187393,1.95,27.07,3809346.9,19.01,678153.05,1063,2216,2313,57820.21,10.95,49269.795,0.114000012,1059,1059,2398,2341,7378,833,1499,6486.96,7,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000005,0.178023,0.291672,-664.86,4.92,1,1,107,68,300,3.17,3.56,266.57,-10.4,1.29,0
4484,2,0,0,0.230582,0.017066,1.95,63.63,8953144.37,-6,145151.24,7340,605,615,243985.58,50.03,233078.395,0.051422648,7340,7340,578,573,7378,925,1454,9611.36,11,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000001,0.016212,0.02282,-142.31,6.42,1,1,113,32,501,1.43,2.25,0.47,-8.5,1.13,0
4488,2,0,0,0.298082,0.017006,1.95,31.96,7828784.38,105696.97,126479.75,10461,18040,18579,21512.99,3.55,20623.605,-0.231745053,10453,10453,18998,19501,35784,7093,9151,8794.6,10,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013501,0.016156,0.017845,-201.43,7.25,1,1,83,32,8660,0.65,1.62,0.72,102.33,0.26,0
4507,0,0,0,0.807149,0.014191,1.95,40.46,5693240.03,1697.03,76752.92,2799,4458,5738,11304.42,6.89,11184.66,-0.3017627,2795,2795,4781,6066,7378,1382,2463,867.71,1,0,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298,0.013481,0.015066,-75.25,2.58,1,0,107,68,1100,3.26,3.62,1.65,2.3,0.21,0
4619,2,0,0,6.128425,0.010771,1.95,150.05,21113529.04,-4186.98,216040.45,7363,15555,18510,-199929.12,-34.02,-102131.485,-24.04090057,7363,7363,15556,18510,7378,772,1378,2603.13,3,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000198,0.010232,0.012127,-211.8,6.08,1,1,11,13,1000,17.09,10.69,12.51,90.5,-62.26,0
4666,2,0,0,-0.886883,0.003569,1.95,5.5,1077670.89,-174.61,3653.68,3377,4207,4109,23313.72,3.01,37449.845,-0.562479204,3373,3373,3997,3962,9032,17919,4433,1742.32,2,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000162,0.00339,0.004137,-2.51,9.92,1,0,83,32,310,-1.51,-0.6,-2.02,10.22,-0.93,0
4709,2,0,0,0.59198,-0.036938,2,7.88,4363516.82,230375.86,-161180.89,4093,5170,5295,47210.79,9.09,44362.965,0.137194527,4085,4085,5046,5138,11152,16895,7940,1085.32,4,0,0,2,1,16,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0.052796,-0.036938,-0.041402,-161180.89,9.33,2,1,36,54,3100,1.56,2.75,1.81,-0.4,1.61,0
4744,2,0,0,-1.204861,0.004437,1.993874,8.84,2165530.96,-211.29,9549.12,8530,10100,14307,47224.91,12.83,39880.12,0.448875091,8523,8523,9615,13562,35784,28894,40496,2671.2,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000098,0.00441,0.005894,-15.21,9.42,1,1,61,69,500,1.06,2,-3,1.89,2.45,0
4770,2,0,0,-0.050232,0.010594,1.985273,218.26,19940383.25,69337.16,208134,215,155,201,146691.51,73.41,171065.255,-0.261186235,215,215,146,188,1271,145,310,26460,30,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003477,0.010438,0.011744,-197.41,7.42,1,1,113,32,1200,-1.69,-0.8,-0.02,268.36,0.46,0
4771,2,0,0,0.315229,0.012002,1.967738,53.8,10547814.46,-271.37,122509.3,1964,753,612,415730.9,55.2,424682.955,-0.066494198,1959,1959,697,558,9032,2124,1920,3780,4,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000026,0.011615,0.012658,-84.14,5.25,1,1,107,68,1000,-0.26,0.75,0.86,-16,0.76,0
4820,3,2,1,0.129762,-0.290898,2,12.71,7037894.73,310771.71,-2047310.06,2995,2168,2236,183131.99,22.46,242465.895,-0.393200426,2987,2987,2093,2144,11152,16895,18602,19287.4,22,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044157,-0.290898,-0.462335,-2047310.06,8,2,1,63,74,4000,-4.78,-4.75,0.41,0.8,-0.7,0
4865,2,0,0,-0.889205,0.018568,2,110.81,15591591.42,1232.51,289504.43,7340,1951,2384,3764.03,0.71,41202.4,-0.952136405,7340,7340,1844,2218,7378,15599,18537,4355.8,5,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000079,0.018568,0.018764,-283.83,8.08,1,1,46,42,1000,13.14,9,-1.82,76.4,-1.5,0
4890,2,0,0,15.220847,0.199175,1.75,127.38,34785490.48,98829.3,5196305.74,29,60,69,1233821.5,67.87,708214.785,2.923872414,28,28,42,51,375,73,84,34281.97,31,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002841,0.149381,0.204846,5196305.74,12.5,1,0,29,3,2000,-1.68,-0.78,31.06,1.5,12.68,0
4912,2,0,0,-0.432185,0.008832,1.85,25.3,14015158.8,-3217.33,105216.72,3752,2343,1759,128965.52,7.33,257275.215,-0.722145701,3744,3744,2364,1806,11152,1272,866,7915.14,9,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023,0.007507,0.008122,105216.72,11.75,1,1,68,78,3000,-5.44,-5.75,-1.28,52.4,-2.13,0
4976,2,0,0,-0.957615,-0.029187,2,21.48,5261118.44,1219617.4,-153557.14,2489,4077,689,187969.63,70.26,1336810.08,-0.924378094,2483,2483,3851,596,35784,70038,82175,9582.76,11,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.231817,-0.029187,-14.863869,244.55,18.75,2,1,88,80,3180,-5.82,-7.12,-2.4,-3.44,-1.97,0
4994,2,0,0,0.010836,0.034184,1.95,42.25,10349130.32,921.32,336088.47,5825,13445,15775,28049.4,5.62,21737.35,-0.232216396,5818,5818,14795,18904,35784,4456,4551,5774.32,4,0,0,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000089,0.032475,0.036869,-535.25,3.83,2,1,93,41,500,5.94,6,0.05,-482.78,0.26,0
5087,2,0,0,-0.059595,0.045858,1.95,7.02,987742.57,-1259.2,43030.93,7340,8296,3774,1760.4,0.32,16770.1,-0.948597618,7340,7340,8575,3722,7378,2952,2994,1769.04,2,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001275,0.043565,0.068327,-42.19,4.08,1,1,113,32,500,-2,-1.19,-0.12,7,-1.5,0
5211,2,0,0,-1.227577,0.137143,2,3.2,784157.55,174.59,107541.82,34829,15736,15134,37097.6,6.16,40234.685,-0.144660225,34828,34828,15122,14396,35784,70038,36802,871.16,1,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223,0.137143,0.201847,-171.27,3.33,1,0,88,80,300,0.88,1.88,-3.07,-8,0.55,0
5339,2,0,0,-0.443277,0.033845,2,27.63,3888066.63,1046.76,131591.31,438,1050,967,105943.34,28.09,109492.385,-0.062791934,436,436,993,889,7378,15599,18537,12157.22,14,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269,0.033845,0.702681,-129.01,3.42,1,0,107,68,1000,1.11,2,-0.9,44.8,0.84,0
5387,2,0,0,-0.942915,0.023684,1.75399,2.58,506359.13,-1636.5,9042.13,8914,4962,5932,2881.06,0.51,9979.115,-0.905421553,8914,8914,5979,6714,9032,1131,1883,894.25,1,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003232,0.017857,0.023888,-6.21,6.17,2,1,59,34,2580,-1.81,-0.95,-2.16,712.33,-2.14,0
5415,2,0,0,-1.108974,0.011345,1.95,5.14,2117664.35,2051.48,22823.04,1104,1801,2117,8881.06,2.9,7680.005,0.370756064,1103,1103,1747,2036,2413,4364,4892,2555,2,0,0,2,1,17,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.000969,0.010777,0.011842,22823.04,5.42,1,1,30,27,1000,5.23,5.83,-3.06,1.25,2,0
5419,0,0,0,10.298546,0.04143,1.996069,66.36,13010006.69,-2859.98,536881.02,400,991,1419,329340.37,45.32,172901.5,16.46918179,399,399,935,1316,9032,2940,4528,2990.42,3,0,0,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022,0.041267,0.044996,-368.75,2.33,1,0,46,42,300,62.28,21.55,23.45,-287,57.79,0
5531,3,0,0,3.725467,-0.219387,2.438008,362.98,144737931.9,43729406.31,-45661902.52,8696,66,59,8137678.19,1059.38,451017.37,-0.319005526,8696,8696,1552,1149,8705,15,17,122344.55,58,0,0,2,0,17,0,4,4,4,4,4,4,4,4,0,0,0,1,1,0.302128,-0.31548,-0.369317,76103.17,12.42,2,1,79,26,20000,-2.33,-1.82,2.81,32,0.14,0
5560,2,0,0,4.049791,0.004582,1.952076,19.45,4762656.14,32224.99,20775.64,17232,1989,3205,385287.49,64.26,267472.71,1.518045424,17222,17222,1876,3027,35784,70038,8830,3618.46,3,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006766,0.004362,0.005119,-33.09,5.83,1,1,61,69,300,0.59,1.62,25.2,443.22,5.9,0
5629,1,0,0,-1.004774,-0.000083,2.07213,16.94,6973956.53,26671.37,-620.42,1353,1838,1393,4084.73,0.36,12023.3,-0.843280891,1351,1351,1898,1541,2413,763,441,3495.04,4,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003824,-0.000089,-0.000135,-620.42,21.83,2,1,49,47,1000,-6.08,-6.83,-2.81,41.38,-1.27,0
